id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
10820685,Basketball Cards 2025 Topps,Cameron Johnson [Holo Aqua Foil] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832558,Basketball Cards 2025 Topps,Cameron Johnson [Holo Aqua Foil] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820702,Basketball Cards 2025 Topps,Cameron Johnson [Holo Black Foil] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832366,Basketball Cards 2025 Topps,Cameron Johnson [Holo Black Foil] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820692,Basketball Cards 2025 Topps,Cameron Johnson [Holo Blue Foil] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832349,Basketball Cards 2025 Topps,Cameron Johnson [Holo Blue Foil] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820684,Basketball Cards 2025 Topps,Cameron Johnson [Holo Foil] #13,$2.49,,,,,,,,,,,,$2.69,,,,,,0,,,,,2025-10-23
10834415,Basketball Cards 2025 Topps,Cameron Johnson [Holo Foil] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820698,Basketball Cards 2025 Topps,Cameron Johnson [Holo Gold Foil] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832357,Basketball Cards 2025 Topps,Cameron Johnson [Holo Gold Foil] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820695,Basketball Cards 2025 Topps,Cameron Johnson [Holo Green Foil] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
