1,2,3,4,5,6,7,8,9,10,Gemrate_id,Universal_gemrate_id,Name,Parallel,Card #,Card Description,Gems,Total,Gem Rate - All Time,Gem Rate - Past Month,Graded Past Month,Graded Prior Month,30 Day Momentum,1 Year Trend,All PSA Graded,PSA 10s,All Graded Sales,Recent Cert,Universal Pop,Last Gem,Last Graded,Dual Grades,Dual Grade %,Detailed Trend,A,% Distribution
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,PJ Washington Jr.,Gold Shimmer Fotl,174,PJ Washington Jr. Gold Shimmer Fotl 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,https://app.cardladder.com/search?gemRateId=f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,https://app.cardladder.com/search?gemRateId=f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,https://www.psacard.com/cert/123257271/psa,https://www.gemrate.com/universal-search?gemrate_id=f1e7d74a6578dca6d310c0c3f70bc5e380f0ed57,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,d9409bc7b413e0a004b245496ca84497094e9827,d9409bc7b413e0a004b245496ca84497094e9827,PJ Washington Jr.,Green Choice,174,PJ Washington Jr. Green Choice 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=d9409bc7b413e0a004b245496ca84497094e9827,https://app.cardladder.com/search?gemRateId=d9409bc7b413e0a004b245496ca84497094e9827,https://app.cardladder.com/search?gemRateId=d9409bc7b413e0a004b245496ca84497094e9827,https://www.psacard.com/cert/123072882/psa,https://www.gemrate.com/universal-search?gemrate_id=d9409bc7b413e0a004b245496ca84497094e9827,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,3adfd441bb2abcb45bce0d5403ba9742105c4fd3,3adfd441bb2abcb45bce0d5403ba9742105c4fd3,PJ Washington Jr.,Gold Prizm,174,PJ Washington Jr. Gold Prizm 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=3adfd441bb2abcb45bce0d5403ba9742105c4fd3,https://app.cardladder.com/search?gemRateId=3adfd441bb2abcb45bce0d5403ba9742105c4fd3,https://app.cardladder.com/search?gemRateId=3adfd441bb2abcb45bce0d5403ba9742105c4fd3,,https://www.gemrate.com/universal-search?gemrate_id=3adfd441bb2abcb45bce0d5403ba9742105c4fd3,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,PJ Washington Jr.,Cherry Blossom Choice,174,PJ Washington Jr. Cherry Blossom Choice 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,https://app.cardladder.com/search?gemRateId=14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,https://app.cardladder.com/search?gemRateId=14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,https://www.psacard.com/cert/129504452/psa,https://www.gemrate.com/universal-search?gemrate_id=14e1d731a70cbf12c8c9905b2e62b68127ef1ff7,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,5ec258f3535a721b396547b51729fed14fb36542,5ec258f3535a721b396547b51729fed14fb36542,PJ Washington Jr.,Pink Fast Break,174,PJ Washington Jr. Pink Fast Break 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=5ec258f3535a721b396547b51729fed14fb36542,https://app.cardladder.com/search?gemRateId=5ec258f3535a721b396547b51729fed14fb36542,https://app.cardladder.com/search?gemRateId=5ec258f3535a721b396547b51729fed14fb36542,,https://www.gemrate.com/universal-search?gemrate_id=5ec258f3535a721b396547b51729fed14fb36542,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,PJ Washington Jr.,Ruby Wave,174,PJ Washington Jr. Ruby Wave 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,https://app.cardladder.com/search?gemRateId=de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,https://app.cardladder.com/search?gemRateId=de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,,https://www.gemrate.com/universal-search?gemrate_id=de16a52f4b0f02fe5ea58c2725eb37bef0f6d371,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,7128b80c133e37c41ebd9ec86f6a972c0a8b559d,7128b80c133e37c41ebd9ec86f6a972c0a8b559d,PJ Washington Jr.,Orange Seismic,174,PJ Washington Jr. Orange Seismic 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=7128b80c133e37c41ebd9ec86f6a972c0a8b559d,https://app.cardladder.com/search?gemRateId=7128b80c133e37c41ebd9ec86f6a972c0a8b559d,https://app.cardladder.com/search?gemRateId=7128b80c133e37c41ebd9ec86f6a972c0a8b559d,https://www.psacard.com/cert/120996525/psa,https://www.gemrate.com/universal-search?gemrate_id=7128b80c133e37c41ebd9ec86f6a972c0a8b559d,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,38ec1bf016d6c2d48974056f37174b48bc93a4a1,38ec1bf016d6c2d48974056f37174b48bc93a4a1,PJ Washington Jr.,Nebula Choice 1/1,174,PJ Washington Jr. Nebula Choice 1/1 174,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=38ec1bf016d6c2d48974056f37174b48bc93a4a1,https://app.cardladder.com/search?gemRateId=38ec1bf016d6c2d48974056f37174b48bc93a4a1,https://app.cardladder.com/search?gemRateId=38ec1bf016d6c2d48974056f37174b48bc93a4a1,,https://www.gemrate.com/universal-search?gemrate_id=38ec1bf016d6c2d48974056f37174b48bc93a4a1,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,1d56e955841f461a13fff06a6c026e7607ddf169,1d56e955841f461a13fff06a6c026e7607ddf169,TJ Mcconnell,Neon Green Fast Break,191,TJ Mcconnell Neon Green Fast Break 191,1,1,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=1d56e955841f461a13fff06a6c026e7607ddf169,https://app.cardladder.com/search?gemRateId=1d56e955841f461a13fff06a6c026e7607ddf169,https://app.cardladder.com/search?gemRateId=1d56e955841f461a13fff06a6c026e7607ddf169,https://www.psacard.com/cert/124102229/psa,https://www.gemrate.com/universal-search?gemrate_id=1d56e955841f461a13fff06a6c026e7607ddf169,2025-10-06,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,32b6c84b1c50d107ae720613ec486834d69241f3,32b6c84b1c50d107ae720613ec486834d69241f3,TJ Mcconnell,Gold Prizm,191,TJ Mcconnell Gold Prizm 191,0,1,0%,,0,1,-100%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=32b6c84b1c50d107ae720613ec486834d69241f3,https://app.cardladder.com/search?gemRateId=32b6c84b1c50d107ae720613ec486834d69241f3,https://app.cardladder.com/search?gemRateId=32b6c84b1c50d107ae720613ec486834d69241f3,,https://www.gemrate.com/universal-search?gemrate_id=32b6c84b1c50d107ae720613ec486834d69241f3,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,TJ Mcconnell,Black White Prizm,191,TJ Mcconnell Black White Prizm 191,1,1,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,https://app.cardladder.com/search?gemRateId=5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,https://app.cardladder.com/search?gemRateId=5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,https://www.psacard.com/cert/120858435/psa,https://www.gemrate.com/universal-search?gemrate_id=5e7a895905ab5919abbe5fde21e6663d8ef3b2b9,2025-07-22,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,79774f314ed8b4e75a9d7163a55f72abd27c8ef1,79774f314ed8b4e75a9d7163a55f72abd27c8ef1,TJ Mcconnell,Blue Shimmer Fotl,191,TJ Mcconnell Blue Shimmer Fotl 191,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=79774f314ed8b4e75a9d7163a55f72abd27c8ef1,https://app.cardladder.com/search?gemRateId=79774f314ed8b4e75a9d7163a55f72abd27c8ef1,https://app.cardladder.com/search?gemRateId=79774f314ed8b4e75a9d7163a55f72abd27c8ef1,https://www.psacard.com/cert/117922680/psa,https://www.gemrate.com/universal-search?gemrate_id=79774f314ed8b4e75a9d7163a55f72abd27c8ef1,,2026-01-22,1,100%,,100%,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,e75e4abde46eb1114d9c884f62b4768f177e17d7,e75e4abde46eb1114d9c884f62b4768f177e17d7,TJ Mcconnell,Silver Prizm,191,TJ Mcconnell Silver Prizm 191,1,1,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=e75e4abde46eb1114d9c884f62b4768f177e17d7,https://app.cardladder.com/search?gemRateId=e75e4abde46eb1114d9c884f62b4768f177e17d7,https://app.cardladder.com/search?gemRateId=e75e4abde46eb1114d9c884f62b4768f177e17d7,https://www.psacard.com/cert/128925880/psa,https://www.gemrate.com/universal-search?gemrate_id=e75e4abde46eb1114d9c884f62b4768f177e17d7,2025-11-12,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,df2247e2bd98922624924c18d065ebe33d4a9d57,df2247e2bd98922624924c18d065ebe33d4a9d57,TJ Mcconnell,Green Pulsar,191,TJ Mcconnell Green Pulsar 191,1,1,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=df2247e2bd98922624924c18d065ebe33d4a9d57,https://app.cardladder.com/search?gemRateId=df2247e2bd98922624924c18d065ebe33d4a9d57,https://app.cardladder.com/search?gemRateId=df2247e2bd98922624924c18d065ebe33d4a9d57,,https://www.gemrate.com/universal-search?gemrate_id=df2247e2bd98922624924c18d065ebe33d4a9d57,2025-07-15,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,TJ Mcconnell,Green Sparkle,191,TJ Mcconnell Green Sparkle 191,0,1,0%,,0,1,-100%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,https://app.cardladder.com/search?gemRateId=09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,https://app.cardladder.com/search?gemRateId=09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,https://www.psacard.com/cert/139345224/psa,https://www.gemrate.com/universal-search?gemrate_id=09617d10833ae2ae375efac59e1ea1e2c2e9dfbb,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,6bc514724676175779df1a3725636be3ce1782bd,6bc514724676175779df1a3725636be3ce1782bd,TJ Mcconnell,Gold Wave,191,TJ Mcconnell Gold Wave 191,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=6bc514724676175779df1a3725636be3ce1782bd,https://app.cardladder.com/search?gemRateId=6bc514724676175779df1a3725636be3ce1782bd,https://app.cardladder.com/search?gemRateId=6bc514724676175779df1a3725636be3ce1782bd,,https://www.gemrate.com/universal-search?gemrate_id=6bc514724676175779df1a3725636be3ce1782bd,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,TJ Mcconnell,Red Sparkle,191,TJ Mcconnell Red Sparkle 191,1,1,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,https://app.cardladder.com/search?gemRateId=8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,https://app.cardladder.com/search?gemRateId=8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,https://www.psacard.com/cert/136979511/psa,https://www.gemrate.com/universal-search?gemrate_id=8d0f15ca5d8ebc108a787e62facbcd1dfa200ace,2025-12-11,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,09d6047bf38039d5a746e8795d1457fe8bc5d4c2,09d6047bf38039d5a746e8795d1457fe8bc5d4c2,TJ Mcconnell,Nebula Choice 1/1,191,TJ Mcconnell Nebula Choice 1/1 191,0,1,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",https://app.cardladder.com/search?gemRateId=09d6047bf38039d5a746e8795d1457fe8bc5d4c2,https://app.cardladder.com/search?gemRateId=09d6047bf38039d5a746e8795d1457fe8bc5d4c2,https://app.cardladder.com/search?gemRateId=09d6047bf38039d5a746e8795d1457fe8bc5d4c2,https://www.psacard.com/cert/126977535/psa,https://www.gemrate.com/universal-search?gemrate_id=09d6047bf38039d5a746e8795d1457fe8bc5d4c2,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
